image_path,mineral,label_id,split,site
images/Kapoeta_East/gold/00185320017579428891194.jpg,gold,0,train,Kapoeta_East
images/Central_Equatoria/gold/01612100017672924769402.jpg,gold,0,train,Central_Equatoria
images/Kapoeta_East/hematite/07605630017683595045592.jpg,hematite,2,train,Kapoeta_East
images/Central_Equatoria/chalcopyrite/00568820017691656023123.jpg,chalcopyrite,1,train,Central_Equatoria
images/Kapoeta_East/hematite/01887150017680531969283.jpg,hematite,2,train,Kapoeta_East
images/Central_Equatoria/hematite/08463110017695786375280.jpg,hematite,2,train,Central_Equatoria
images/Kapoeta_East/hematite/09793020017673756407196.jpg,hematite,2,train,Kapoeta_East
images/Central_Equatoria/chalcopyrite/08315140017686622518034.jpg,chalcopyrite,1,train,Central_Equatoria
images/Central_Equatoria/hematite/04494910017702227173669.jpg,hematite,2,train,Central_Equatoria
images/Central_Equatoria/chalcopyrite/01626190017688444703774.jpg,chalcopyrite,1,train,Central_Equatoria
images/Kapoeta_East/chalcopyrite/09863160017679823172376.jpg,chalcopyrite,1,train,Kapoeta_East
images/Kapoeta_East/hematite/09974090017683212232814.jpg,hematite,2,train,Kapoeta_East
images/Kapoeta_East/gold/08325680017551360121643.jpg,gold,0,train,Kapoeta_East
images/Kapoeta_East/chalcopyrite/02862320017671895183888.jpg,chalcopyrite,1,train,Kapoeta_East
images/Central_Equatoria/chalcopyrite/01088830017686622505138.jpg,chalcopyrite,1,train,Central_Equatoria
images/Central_Equatoria/chalcopyrite/03195120017688444696308.jpg,chalcopyrite,1,train,Central_Equatoria
images/Central_Equatoria/hematite/05500900017695786389218.jpg,hematite,2,train,Central_Equatoria
images/Kapoeta_East/chalcopyrite/03190700017671895173874.jpg,chalcopyrite,1,train,Kapoeta_East
images/Kapoeta_East/hematite/01291090017680619799543.jpg,hematite,2,train,Kapoeta_East
images/Kapoeta_East/gold/07142790017683600752921.jpg,gold,0,train,Kapoeta_East
images/Central_Equatoria/chalcopyrite/01876760017703265805274.jpg,chalcopyrite,1,train,Central_Equatoria
images/Kapoeta_East/gold/01923580017658956921184.jpg,gold,0,train,Kapoeta_East
images/Central_Equatoria/chalcopyrite/00330220017696303889385.jpg,chalcopyrite,1,train,Central_Equatoria
images/Kapoeta_East/gold/02130040017555323137357.jpg,gold,0,train,Kapoeta_East
images/Central_Equatoria/gold/09575900017640200981327.jpg,gold,0,train,Central_Equatoria
images/Kapoeta_East/chalcopyrite/08322720017663975209567.webp,chalcopyrite,1,train,Kapoeta_East
images/Kapoeta_East/hematite/03677640017674754581144.jpg,hematite,2,train,Kapoeta_East
images/Central_Equatoria/gold/07940110017688508748319.jpg,gold,0,train,Central_Equatoria
images/Central_Equatoria/hematite/03968500017696915853516.jpg,hematite,2,train,Central_Equatoria
images/Central_Equatoria/gold/06871870017672924755941.jpg,gold,0,train,Central_Equatoria
images/Central_Equatoria/chalcopyrite/09911260017688444692290.jpg,chalcopyrite,1,train,Central_Equatoria
images/Kapoeta_East/hematite/07893620017689218932779.jpg,hematite,2,train,Kapoeta_East
images/Kapoeta_East/chalcopyrite/04211040017663975193500.jpg,chalcopyrite,1,train,Kapoeta_East
images/Central_Equatoria/gold/02583350017688450809183.jpg,gold,0,train,Central_Equatoria
images/Kapoeta_East/hematite/02804920017680531945909.jpg,hematite,2,train,Kapoeta_East
images/Central_Equatoria/chalcopyrite/08150490017686622486322.jpg,chalcopyrite,1,train,Central_Equatoria
images/Central_Equatoria/gold/06736710017645840807937.jpg,gold,0,train,Central_Equatoria
images/Kapoeta_East/gold/08027150017592237894383.jpg,gold,0,train,Kapoeta_East
images/Kapoeta_East/chalcopyrite/08759980017663379841245.jpg,chalcopyrite,1,train,Kapoeta_East
images/Kapoeta_East/chalcopyrite/02530800017665275278212.jpg,chalcopyrite,1,train,Kapoeta_East
images/Kapoeta_East/chalcopyrite/08733330017685136861466.jpg,chalcopyrite,1,train,Kapoeta_East
images/Central_Equatoria/gold/08367440017667249692182.jpg,gold,0,train,Central_Equatoria
images/Kapoeta_East/hematite/00395990017685692917616.jpg,hematite,2,train,Kapoeta_East
images/Central_Equatoria/hematite/09031280017695173407216.jpg,hematite,2,train,Central_Equatoria
images/Kapoeta_East/hematite/07204960017685692918411.jpg,hematite,2,train,Kapoeta_East
images/Kapoeta_East/hematite/00632440017696770255454.jpg,hematite,2,train,Kapoeta_East
images/Central_Equatoria/chalcopyrite/05903040017686622486904.jpg,chalcopyrite,1,train,Central_Equatoria
images/Kapoeta_East/chalcopyrite/02949830017667737961013.jpg,chalcopyrite,1,train,Kapoeta_East
images/Kapoeta_East/gold/03507330017579382797706.jpg,gold,0,train,Kapoeta_East
images/Central_Equatoria/gold/05884700017703264898120.jpg,gold,0,train,Central_Equatoria
images/Kapoeta_East/chalcopyrite/08771400017664258768816.jpg,chalcopyrite,1,train,Kapoeta_East
images/Kapoeta_East/chalcopyrite/07952290017671895183677.jpg,chalcopyrite,1,train,Kapoeta_East
images/Central_Equatoria/gold/09432720017679614786546.jpg,gold,0,train,Central_Equatoria
images/Central_Equatoria/chalcopyrite/03472540017686622481707.jpg,chalcopyrite,1,train,Central_Equatoria
images/Central_Equatoria/hematite/09679800017695786505407.jpg,hematite,2,train,Central_Equatoria
images/Kapoeta_East/chalcopyrite/04368300017683747511007.jpg,chalcopyrite,1,train,Kapoeta_East
images/Central_Equatoria/gold/05647640017685880971497.jpg,gold,0,train,Central_Equatoria
images/Central_Equatoria/chalcopyrite/06543310017685021307241.jpg,chalcopyrite,1,train,Central_Equatoria
images/Central_Equatoria/hematite/06899690017695786538950.jpg,hematite,2,train,Central_Equatoria
images/Central_Equatoria/gold/08217720017657663647393.jpg,gold,0,train,Central_Equatoria
images/Kapoeta_East/chalcopyrite/00837570017663975178893.jpg,chalcopyrite,1,train,Kapoeta_East
images/Kapoeta_East/hematite/06715010017680531965299.jpg,hematite,2,train,Kapoeta_East
images/Kapoeta_East/chalcopyrite/07523820017667737953204.jpg,chalcopyrite,1,train,Kapoeta_East
images/Central_Equatoria/gold/01604920017645486223558.jpg,gold,0,train,Central_Equatoria
images/Central_Equatoria/chalcopyrite/08661620017695584157649.jpg,chalcopyrite,1,train,Central_Equatoria
images/Kapoeta_East/gold/03634630017562388811176.jpg,gold,0,train,Kapoeta_East
images/Kapoeta_East/hematite/09019640017685692913069.jpg,hematite,2,train,Kapoeta_East
images/Kapoeta_East/gold/07206480017594184545806.jpg,gold,0,train,Kapoeta_East
images/Central_Equatoria/chalcopyrite/03601090017686622493585.jpg,chalcopyrite,1,train,Central_Equatoria
images/Kapoeta_East/chalcopyrite/04177970017677953099225.jpg,chalcopyrite,1,train,Kapoeta_East
images/Kapoeta_East/hematite/06867790017678809053095.jpg,hematite,2,train,Kapoeta_East
images/Kapoeta_East/hematite/03660250017687067266625.jpg,hematite,2,train,Kapoeta_East
images/Kapoeta_East/hematite/09466420017685018081082.jpg,hematite,2,train,Kapoeta_East
images/Central_Equatoria/chalcopyrite/08719890017686622505904.jpg,chalcopyrite,1,train,Central_Equatoria
images/Central_Equatoria/gold/00560600017644271983607.jpg,gold,0,train,Central_Equatoria
images/Central_Equatoria/gold/08293280017685880977554.webp,gold,0,train,Central_Equatoria
images/Kapoeta_East/chalcopyrite/04747620017674837956647.jpg,chalcopyrite,1,train,Kapoeta_East
images/Central_Equatoria/hematite/01534550017695650254245.jpg,hematite,2,train,Central_Equatoria
images/Central_Equatoria/hematite/05790000017695641868290.jpg,hematite,2,train,Central_Equatoria
images/Central_Equatoria/gold/02016580017682943046764.jpg,gold,0,train,Central_Equatoria
images/Central_Equatoria/chalcopyrite/02141940017689452605374.jpg,chalcopyrite,1,train,Central_Equatoria
images/Kapoeta_East/hematite/02668660017680533293630.jpg,hematite,2,train,Kapoeta_East
images/Kapoeta_East/chalcopyrite/07679400017669319072091.jpg,chalcopyrite,1,train,Kapoeta_East
images/Kapoeta_East/gold/09322480017634395705824.jpg,gold,0,train,Kapoeta_East
images/Central_Equatoria/gold/05177270017682943047419.jpg,gold,0,train,Central_Equatoria
images/Central_Equatoria/hematite/05001250017693853854364.jpg,hematite,2,train,Central_Equatoria
images/Central_Equatoria/gold/09933260017687243119939.jpg,gold,0,train,Central_Equatoria
